Date,Open,High,Low,Close,Adj Close,Volume
2020-11-02,0.14499999582767487,0.17800000309944153,0.14499999582767487,0.16500000655651093,0.16500000655651093,46490100
2020-11-03,0.20200000703334808,0.20499999821186066,0.17599999904632568,0.1860000044107437,0.1860000044107437,82351100
2020-11-04,0.1899999976158142,0.19099999964237213,0.16599999368190765,0.17299999296665192,0.17299999296665192,44237200
2020-11-05,0.1899999976158142,0.23000000417232513,0.18400000035762787,0.2199999988079071,0.2199999988079071,146651900
2020-11-06,0.2800000011920929,0.5400000214576721,0.24799999594688416,0.25,0.25,752252400
2020-11-09,0.5889999866485596,0.6000000238418579,0.3610000014305115,0.45899999141693115,0.45899999141693115,756814400
2020-11-10,0.4099999964237213,0.44999998807907104,0.33000001311302185,0.43799999356269836,0.43799999356269836,288263300
2020-11-11,0.3799999952316284,0.42899999022483826,0.36000001430511475,0.38600000739097595,0.38600000739097595,241140500
2020-11-12,0.3449999988079071,0.3720000088214874,0.27000001072883606,0.2840000092983246,0.2840000092983246,264995000
2020-11-13,0.296999990940094,0.3160000145435333,0.2709999978542328,0.2800000011920929,0.2800000011920929,172716700
2020-11-16,0.2750000059604645,0.2750000059604645,0.25099998712539673,0.2619999945163727,0.2619999945163727,126995100
2020-11-17,0.24300000071525574,0.2590000033378601,0.23600000143051147,0.25,0.25,104438700
2020-11-18,0.24699999392032623,0.27399998903274536,0.24199999868869781,0.2590000033378601,0.2590000033378601,110873400
2020-11-19,0.27799999713897705,0.2879999876022339,0.25699999928474426,0.2630000114440918,0.2630000114440918,106411000
2020-11-20,0.25999999046325684,0.2709999978542328,0.2409999966621399,0.2549999952316284,0.2549999952316284,111087300
2020-11-23,0.25200000405311584,0.2529999911785126,0.23999999463558197,0.2409999966621399,0.2409999966621399,141361400
2020-11-24,0.34599998593330383,0.3499999940395355,0.2919999957084656,0.3009999990463257,0.3009999990463257,590867600
2020-11-25,0.28299999237060547,0.28999999165534973,0.2669999897480011,0.2800000011920929,0.2800000011920929,177688900
2020-11-27,0.30000001192092896,0.39899998903274536,0.30000001192092896,0.3720000088214874,0.3720000088214874,389095900
2020-11-30,0.49399998784065247,0.8600000143051147,0.45500001311302185,0.7289999723434448,0.7289999723434448,2037786800
2020-12-01,0.9120000004768372,0.949999988079071,0.5830000042915344,0.652999997138977,0.652999997138977,1260028700
2020-12-02,0.7170000076293945,0.824999988079071,0.6650000214576721,0.8080000281333923,0.8080000281333923,823299700
2020-12-03,0.7710000276565552,0.8199999928474426,0.7260000109672546,0.7730000019073486,0.7730000019073486,950386000
2020-12-04,0.6949999928474426,0.7960000038146973,0.6520000100135803,0.6639999747276306,0.6639999747276306,770845700
2020-12-07,0.6050000190734863,0.6150000095367432,0.5009999871253967,0.5239999890327454,0.5239999890327454,392331000
2020-12-08,0.46700000762939453,0.597000002861023,0.46000000834465027,0.5109999775886536,0.5109999775886536,354837700
2020-12-09,0.5370000004768372,0.5540000200271606,0.4650000035762787,0.49000000953674316,0.49000000953674316,215867800
2020-12-10,0.47200000286102295,0.49000000953674316,0.45100000500679016,0.4749999940395355,0.4749999940395355,142857900
